"","ntrips_id","island","site","landing_site","ext_worker","date","worked_y.n","reason_not_fishing","other_reason","surface_gillnet","circular_net","purse_seine","surface_gillnet_seine","demersal_gillnet","spear_fishing","hook_line","hook_line_shore"
"4815","uuid:c30bd13e-cde7-49ae-8687-1139fbfd772e","ST","RA","ribeira-afonso","wilson","2021-04-30","sim",NA,NA,3,0,0,0,0,4,16,10
"4816","uuid:f75ec45e-16ca-4563-93cc-468bfd492e88","ST","RA","ribeira-afonso","wilson","2021-05-07","sim",NA,NA,2,0,0,0,0,2,17,6
"4817","uuid:ed13b33f-c532-4b16-9109-a5cd2f9c7cb8","ST","RA","ribeira-afonso","wilson","2021-05-14","sim",NA,NA,4,0,0,0,0,2,9,7
"4818","uuid:c81308a9-df17-4ba7-98ba-14c4203aaa51","ST","RA","ribeira-afonso","wilson","2021-05-18","pessoal",NA,NA,0,11,0,0,0,2,2,7
"4819","uuid:5aede5c4-6116-4ea3-afa7-6ac91bd3c77d","ST","RA","ribeira-afonso","wilson","2021-05-21","sim",NA,NA,0,6,0,0,0,0,4,3
"4820","uuid:1b56a1f7-73c0-46fa-9978-67318bf2f3f9","ST","RA","ribeira-afonso","wilson","2021-05-25","sim",NA,NA,0,10,0,0,0,0,0,0
"4821","uuid:da15f3d2-a0f5-4c0a-8757-e634e0d610b5","ST","RA","ribeira-afonso","wilson","2021-05-28","sim",NA,NA,0,11,0,0,0,0,2,2
"4822","uuid:43f4ae7d-274e-47c9-ba74-1a5ed3da2570","ST","RA","ribeira-afonso","wilson","2021-06-08","sim",NA,NA,0,8,0,0,0,0,2,2
"4823","uuid:d9fe083b-1ede-4395-9fa0-30572332f22f","ST","RA","ribeira-afonso","wilson","2021-06-11","pessoal",NA,NA,0,14,0,0,0,2,2,1
"4824","uuid:f5918c17-1f11-4718-923c-c213bd9968f2","ST","RA","ribeira-afonso","wilson","2021-06-15","sim",NA,NA,0,15,0,0,0,2,1,0
"4825","uuid:3b867ede-c1aa-4b50-ae31-1600ff3d1930","ST","RA","ribeira-afonso","wilson","2021-06-18","sim",NA,NA,0,10,0,0,0,1,1,0
"4826","uuid:8c28bdfe-1ea6-4c0a-aa1f-23bdfb198c49","ST","RA","ribeira-afonso","wilson","2021-06-22","pessoal",NA,NA,0,12,0,0,0,2,3,5
"4827","uuid:879dae62-d8e5-4642-b7ae-5e9a24f9708d","ST","RA","ribeira-afonso","wilson","2021-06-25","sim",NA,NA,0,15,0,0,0,2,2,5
"4828","uuid:7755d967-5eed-4cf2-95db-688a6ea23525","ST","RA","ribeira-afonso","wilson","2021-06-29","sim",NA,NA,0,5,0,0,0,0,9,2
"4829","uuid:51c2db28-fe94-461d-9c99-2cb57025c07f","ST","RA","ribeira-afonso","wilson","2021-07-06","sim",NA,NA,0,8,0,0,0,0,6,1
"4830","uuid:f22a8092-f99e-4f96-bacd-dc4fe154c470","ST","RA","ribeira-afonso","wilson","2021-07-09","sim",NA,NA,0,11,0,0,0,0,5,1
"4831","uuid:587987d9-72bd-4e41-93e9-a50f6ac51654","ST","RA","ribeira-afonso","wilson","2021-07-13","sim",NA,NA,0,3,0,0,0,0,1,0
"4832","uuid:d2590b22-a86f-4042-8391-734158e38a99","ST","RA","ribeira-afonso","wilson","2021-07-16","nao-pesca","outra","Mar agitado",0,2,0,0,0,0,1,0
"4833","uuid:ce46c58c-49c4-4715-a54d-91eb77abf0d4","ST","RA","ribeira-afonso","wilson","2021-07-20","sim",NA,NA,1,1,0,0,0,3,8,3
"4834","uuid:2f09c668-3b68-4a9d-a44a-34cda7631dda","ST","RA","ribeira-afonso","wilson","2021-07-23","sim",NA,NA,0,0,0,0,0,2,15,2
"4835","uuid:ba3874f5-f7e6-4927-a41d-6c6c3bd1004f","ST","RA","ribeira-afonso","wilson","2021-07-27","sim",NA,NA,0,3,0,0,0,0,8,2
"4836","uuid:758632e5-a25e-407a-885f-428efa35343f","ST","RA","ribeira-afonso","wilson","2021-07-30","pessoal",NA,NA,0,0,0,0,0,0,11,0
"4837","uuid:49b1320d-c0bb-4ac8-94aa-ed39f6307145","ST","RA","ribeira-afonso","wilson","2021-08-03","sim",NA,NA,0,1,0,0,0,0,11,0
"4838","uuid:e6633d3c-d365-4096-8e7b-f7d2f07c3161","ST","RA","ribeira-afonso","wilson","2021-08-10","sim",NA,NA,0,14,0,0,0,0,5,0
"4839","uuid:6d643ecd-8392-42d8-b22e-662658f86766","ST","RA","ribeira-afonso","wilson","2021-08-14","sim",NA,NA,0,2,0,0,0,0,4,3
"4840","uuid:929ffa02-b4ff-4bec-a88b-4851bf610fce","ST","RA","ribeira-afonso","wilson","2021-08-17","nao-pesca","outra","Mar agitado e forte vento",0,0,0,0,0,0,2,0
"4841","uuid:7a73ac5d-1acb-4edf-b6ce-79afb31e1192","ST","RA","ribeira-afonso","wilson","2021-08-20","sim",NA,NA,0,0,0,0,0,0,10,0
"4842","uuid:50f4885e-ea31-460c-8841-4489a5f1a620","ST","RA","ribeira-afonso","wilson","2021-08-24","nao-pesca","mal-tempo",NA,0,0,0,0,0,0,5,0
"4843","uuid:425843c4-aabb-477d-a793-7337e7693c5e","ST","RA","ribeira-afonso","wilson","2021-08-27","sim",NA,NA,0,1,0,0,0,5,9,6
"4844","uuid:bac85e38-a5a4-4f58-a229-d1771c19f979","ST","RA","ribeira-afonso","wilson","2021-09-03","nao-pesca","mal-tempo",NA,0,0,0,0,0,2,1,0
"4845","uuid:cc6206ee-2de1-4932-ac00-8416ac5d23f8","ST","RA","ribeira-afonso","wilson","2021-09-07","sim",NA,NA,0,0,0,0,0,3,8,5
"4846","uuid:e8de6b72-1125-417a-a87f-a6437e9f770a","ST","RA","ribeira-afonso","wilson","2021-09-10","nao-pesca","outra","Mar agitado",0,0,0,0,0,0,0,0
"4847","uuid:42fade4b-098a-4dcd-b69e-666a0b192aed","ST","RA","ribeira-afonso","wilson","2021-09-14","sim",NA,NA,0,0,0,0,0,0,16,0
"4848","uuid:b08103a3-99b7-4b48-b463-28fe19f98f76","ST","RA","ribeira-afonso","wilson","2021-09-17","sim",NA,NA,0,0,0,0,0,1,12,2
"4849","uuid:b1710be9-6bb2-4957-91fa-7497ac91d99b","ST","RA","ribeira-afonso","wilson","2021-09-21","sim",NA,NA,2,0,0,0,0,0,16,2
"4850","uuid:04064f23-9c27-4df2-b29f-ccae8b76b7e5","ST","RA","ribeira-afonso","wilson","2021-09-24","sim",NA,NA,2,0,0,0,0,4,15,4
"4851","uuid:5160deed-512a-4b1d-b5e2-bd27b9ad28a5","ST","RA","ribeira-afonso","wilson","2021-09-28","sim",NA,NA,0,0,0,0,0,2,13,3
"4852","uuid:225a81e6-e1c7-4c36-9bde-5f58ad6c978d","ST","RA","ribeira-afonso","wilson","2021-10-01","sim",NA,NA,0,0,0,0,0,0,7,0
"4853","uuid:f5882edd-0521-45d5-894b-d10d113e089b","ST","RA","ribeira-afonso","wilson","2021-10-05","nao-pesca","mal-tempo",NA,0,0,0,0,0,0,2,0
"4854","uuid:eb6d02b7-cc8a-4d9c-b36b-350ad8f011dd","ST","RA","ribeira-afonso","wilson","2021-10-09","sim",NA,NA,1,0,0,0,0,2,12,3
"4855","uuid:1ddbf445-6aac-4002-98a5-88fc2db196ed","ST","RA","ribeira-afonso","wilson","2021-10-12","sim",NA,NA,4,0,0,0,0,4,17,2
"4856","uuid:02c3c230-0cd3-411e-a567-ce7e2c75df14","ST","RA","ribeira-afonso","wilson","2021-10-15","pessoal",NA,NA,0,0,0,0,0,0,6,0
"4857","uuid:3581c4ea-c0be-424a-97ae-11b0e6cc0ca4","ST","RA","ribeira-afonso","wilson","2021-10-19","sim",NA,NA,1,0,0,0,0,0,8,0
"4858","uuid:34d525f4-ba03-4841-8cfb-20f70017f1e1","ST","RA","ribeira-afonso","wilson","2021-10-22","pessoal",NA,NA,0,0,0,0,0,0,8,0
"4859","uuid:85aa72cc-a635-462f-98bd-2631ad668d3c","ST","RA","ribeira-afonso","wilson","2021-10-26","sim",NA,NA,0,0,0,0,0,2,11,1
"4860","uuid:600476ee-bab8-40b1-bb15-f5f50407eefd","ST","RA","ribeira-afonso","wilson","2021-10-29","sim",NA,NA,1,0,0,0,0,1,12,0
"4861","uuid:f0fa8cae-f694-4d16-8fdb-e76d9eab10e7","ST","RA","ribeira-afonso","wilson","2021-11-05","sim",NA,NA,0,0,0,0,0,1,10,1
"4862","uuid:f3e20427-88e9-4052-9f1f-8727b0fae438","ST","RA","ribeira-afonso","wilson","2021-11-09","pessoal",NA,NA,0,0,0,0,0,3,12,0
"4863","uuid:3617df97-9951-40cc-a625-f1d0ae133f59","ST","RA","ribeira-afonso","wilson","2021-11-12","sim",NA,NA,0,0,0,0,0,2,12,0
"4864","uuid:5c3128f1-ecb3-433d-83c5-62e4e489616d","ST","RA","ribeira-afonso","wilson","2021-11-16","pessoal",NA,NA,0,0,0,0,0,2,16,2
"4865","uuid:ef6b95e5-09d0-4a2f-9827-66edcb505901","ST","RA","ribeira-afonso","wilson","2021-11-19","sim",NA,NA,0,0,0,0,0,3,13,3
"4866","uuid:9da41cdd-36d2-4fe6-88f3-4947c34c6ce8","ST","RA","ribeira-afonso","wilson","2021-11-23","pessoal",NA,NA,0,0,0,0,0,2,10,2
"4867","uuid:1f4da2d3-ff85-467c-80b7-cc959c1d37fb","ST","RA","ribeira-afonso","wilson","2021-11-26","sim",NA,NA,1,2,0,0,0,4,13,2
"4868","uuid:f155e755-e8df-4b1b-bb59-51d8506e96da","ST","RA","ribeira-afonso","wilson","2021-11-30","sim",NA,NA,1,0,0,0,0,4,11,0
"4869","uuid:dc1fb6a7-8618-4a08-b955-ea8d71b4a783","ST","RA","ribeira-afonso","wilson","2021-12-07","sim",NA,NA,4,0,0,0,0,0,15,1
"4870","uuid:36e283e7-cf18-4ddf-a67a-18354d1fa5eb","ST","RA","ribeira-afonso","wilson","2021-12-17","sim",NA,NA,0,0,0,0,0,3,13,2
"4871","uuid:7fc72d83-2df1-4b86-aabb-27e78c0c7c74","ST","RA","ribeira-afonso","wilson","2021-12-21","sim",NA,NA,1,0,0,0,0,2,10,0
"4872","uuid:89b91993-a96c-44ac-81c7-1c8e5f0ddb93","ST","RA","ribeira-afonso","wilson","2021-12-24","pessoal",NA,NA,0,0,0,0,0,2,12,2
"4873","uuid:539bba53-1365-4e9e-9162-ed3d637d5e6a","ST","RA","ribeira-afonso","wilson","2021-12-28","sim",NA,NA,0,0,0,0,0,0,14,6
"4874","uuid:ae525557-3094-4370-a9d5-8cdb6d44036c","ST","RA","ribeira-afonso","wilson","2022-01-04","pessoal",NA,NA,0,0,0,0,0,0,13,6
"4875","uuid:8e18dace-8c57-457f-91cb-0221bd0baab7","ST","RA","ribeira-afonso","wilson","2022-01-11","sim",NA,NA,0,0,0,0,0,2,6,0
"4876","uuid:21d95641-9980-45e2-8c81-23c75b9ac29b","ST","RA","ribeira-afonso","wilson","2022-01-14","sim",NA,NA,1,0,0,0,0,1,13,0
"4877","uuid:61d14d10-ea09-4f81-b450-5c262138d945","ST","RA","ribeira-afonso","wilson","2022-01-18","pessoal",NA,NA,0,0,0,0,0,3,14,2
"4878","uuid:1892d325-fe88-43b7-a8da-4a37eb1b19e6","ST","RA","ribeira-afonso","wilson","2022-01-21","sim",NA,NA,2,0,0,0,0,0,15,5
"4879","uuid:f3462c4c-da0b-4a93-aa40-161a2a23e985","ST","RA","ribeira-afonso","wilson","2022-01-25","sim",NA,NA,3,0,0,0,0,3,17,0
"4880","uuid:5f3a0c37-6d6d-4b48-9b24-65d89b10b3c0","ST","RA","ribeira-afonso","wilson","2022-01-28","sim",NA,NA,0,0,0,0,0,2,16,1
"4881","uuid:0cb2e148-b17e-4691-ad14-be6a37d604b1","ST","RA","ribeira-afonso","wilson","2022-02-01","sim",NA,NA,2,0,0,0,0,3,NA,0
"4882","uuid:ce4b52e0-b807-447e-bf83-3f71cc4990b8","ST","RA","ribeira-afonso","wilson","2022-02-04","sim",NA,NA,4,0,0,0,0,2,13,0
"4883","uuid:4c0b3343-c586-4dc1-baa1-32d7dc6c9f8e","ST","RA","ribeira-afonso","wilson","2022-02-08","nao-pesca","outra","Reuni„o de trabalho o dia todo",2,0,0,0,0,0,13,0
"4884","uuid:74665e17-b747-4640-b18f-d971c6e00e4d","ST","RA","ribeira-afonso","wilson","2022-02-11","sim",NA,NA,3,0,0,0,0,3,10,2
"4885","uuid:dd68ef64-07b5-4862-aa5d-314a2488938d","ST","RA","ribeira-afonso","wilson","2022-02-15","sim",NA,NA,1,0,0,0,0,3,16,2
"4886","uuid:42d93d1d-4be5-4bf2-8bdd-64d1a8bba9c3","ST","RA","ribeira-afonso","wilson","2022-02-18","sim",NA,NA,1,0,0,0,0,3,17,0
"4887","uuid:dfb76aea-ca36-4811-8201-9699e91e77c3","ST","RA","ribeira-afonso","wilson","2022-02-22","sim",NA,NA,0,0,0,0,0,2,13,0
"4888","uuid:62269a20-1d33-477f-9b62-84b6c8761258","ST","RA","ribeira-afonso","wilson","2022-02-25","sim",NA,NA,0,0,0,0,0,3,17,0
"4889","uuid:deaf100a-a17c-44b1-96fd-d632d7464afc","ST","RA","ribeira-afonso","wilson","2022-03-08","sim",NA,NA,4,0,0,0,0,3,15,2
"4890","uuid:db4a9011-3fbd-4c4b-8bba-89748c5eb108","ST","RA","ribeira-afonso","wilson","2022-03-11","sim",NA,NA,1,0,0,0,0,0,12,1
"4891","uuid:aa0d4914-4241-4b16-9927-731187a8dfa8","ST","RA","ribeira-afonso","wilson","2022-03-15","nao-pesca","mal-tempo",NA,2,0,0,0,0,0,0,2
"4892","uuid:02c44294-a348-4448-b588-c0e75b68872d","ST","RA","ribeira-afonso","wilson","2022-03-18","nao-pesca","outra","Mar agitado",0,0,0,0,0,0,0,0
"4893","uuid:832e1dc1-01c7-482d-8057-4920786ec30d","ST","RA","ribeira-afonso","wilson","2022-03-22","sim",NA,NA,3,0,0,0,0,4,16,2
"4894","uuid:df926df4-8cb0-43ae-a9d0-5acfac1ccf21","ST","RA","ribeira-afonso","wilson","2022-03-25","sim",NA,NA,2,0,1,0,0,5,12,1
"4895","uuid:5a320130-d0a0-472a-94f8-7a961851f733","ST","RA","ribeira-afonso","wilson","2022-03-29","sim",NA,NA,1,0,0,0,0,4,17,10
"4896","uuid:0c72a1a7-9297-4e3f-b610-106c1f772e4e","ST","RA","ribeira-afonso","wilson","2022-04-01","sim",NA,NA,0,0,0,0,0,0,20,2
"4897","uuid:a203fb11-f4a0-49be-84e7-494ac16be113","ST","RA","ribeira-afonso","wilson","2022-04-05","nao-pesca","mal-tempo",NA,0,0,0,0,0,0,0,0
"4898","uuid:4dc46a68-d5c4-4937-8f40-debb84a41bcf","ST","RA","ribeira-afonso","wilson","2022-04-08","sim",NA,NA,0,0,0,0,0,3,10,0
"4899","uuid:35c6aa05-ebad-4666-be9e-d620c3997beb","ST","RA","ribeira-afonso","wilson","2022-04-12","sim",NA,NA,3,0,1,0,0,3,15,8
"4900","uuid:b963ca69-a8ca-4a99-984e-b99902d01dfc","ST","RA","ribeira-afonso","wilson","2022-04-15","pessoal",NA,NA,2,0,0,0,0,3,15,10
"4901","uuid:69cb3618-f6f0-4119-a052-f5f2cee4da3f","ST","RA","ribeira-afonso","wilson","2022-04-22","sim",NA,NA,1,0,0,0,0,3,17,6
"4902","uuid:00853c68-c4ee-45d6-bd69-2618dbc6d950","ST","RA","ribeira-afonso","wilson","2022-04-26","sim",NA,NA,0,0,0,0,0,0,15,1
"4903","uuid:72b39fa9-3ff0-42ab-9ba6-68709e17e8fb","ST","RA","ribeira-afonso","wilson","2022-05-03","sim",NA,NA,0,0,0,0,0,3,15,5
"4904","uuid:94dcbd59-7788-44cd-84b9-0157f2a4ecfc","ST","RA","ribeira-afonso","wilson","2022-05-06","sim",NA,NA,0,0,0,0,0,0,20,0
"4905","uuid:5e8267ac-15b6-4d8c-a420-37c8ff05a81e","ST","RA","ribeira-afonso","wilson","2022-05-10","sim",NA,NA,2,0,0,0,0,3,20,0
"4906","uuid:114d50c8-b763-401e-adf8-c799a03323f0","ST","RA","ribeira-afonso","wilson","2022-06-03","sim",NA,NA,0,8,0,0,0,0,2,0
"4907","uuid:66a5351d-160c-4e22-88a0-e0220cc43c6e","ST","RA","ribeira-afonso","wilson","2022-06-08","sim",NA,NA,0,12,0,0,0,3,2,0
"4908","uuid:bf932975-bdc4-4f25-959f-b9a4a32609c2","ST","RA","ribeira-afonso","wilson","2022-06-10","sim",NA,NA,0,8,0,0,0,4,6,10
"4909","uuid:bc623760-409d-47a4-9c5b-2fd31e6790df","ST","RA","ribeira-afonso","wilson","2022-06-14","nao-pesca","outra","Choveu no hor·rio de os pescadores ir ao mar",0,1,0,0,0,3,6,8
"4910","uuid:587eb19a-5448-48e5-8555-e67414d5a41f","ST","RA","ribeira-afonso","wilson","2022-06-17","sim",NA,NA,0,4,0,0,0,2,7,3
"4911","uuid:f25a4311-d989-4ba0-8c71-ed16b57a79dd","ST","RA","ribeira-afonso","wilson","2022-06-21","sim",NA,NA,0,17,0,0,0,2,0,2
"4912","uuid:456a76d1-2cce-4edc-8f44-3e349bf5b93d","ST","RA","ribeira-afonso","wilson","2022-06-24","sim",NA,NA,0,12,0,0,0,0,1,0
"4913","uuid:9a6b2252-c1cf-4e82-94e2-c21c04959942","ST","RA","ribeira-afonso","wilson","2022-06-28","pessoal",NA,NA,0,2,0,0,0,0,6,0
"4914","uuid:e8a3965d-1f9d-4c5e-8cef-b378936803a6","ST","RA","ribeira-afonso","wilson","2022-07-01","sim",NA,NA,0,14,0,0,0,0,7,4
"4915","uuid:5992f165-4e9f-4edb-9884-a2cd15216bea","ST","RA","ribeira-afonso","wilson","2022-07-08","sim",NA,NA,0,10,0,0,0,0,1,0
"4916","uuid:1af225de-148c-4719-bf19-7050c2083195","ST","RA","ribeira-afonso","wilson","2022-07-12","pessoal",NA,NA,0,11,0,0,0,0,0,0
"4917","uuid:dd40a8e8-30d4-44eb-803c-83c37b42163e","ST","RA","ribeira-afonso","wilson","2022-07-15","sim",NA,NA,0,13,0,0,0,2,0,0
"4918","uuid:acf10326-810c-4b42-979e-488102b913b6","ST","RA","ribeira-afonso","wilson","2022-07-22","sim",NA,NA,0,13,0,0,0,3,2,2
"4919","uuid:6d3e4dc3-b50b-423b-b090-003725242e2f","ST","RA","ribeira-afonso","wilson","2022-07-26","sim",NA,NA,0,4,0,0,0,3,8,5
"4920","uuid:c4fab419-d9d3-4b8b-9988-87f9dc765c00","ST","RA","ribeira-afonso","wilson","2022-07-29","sim",NA,NA,0,14,0,0,0,2,1,0
"4921","uuid:08843977-656f-4ab0-81fe-4b4c0a27a4a9","ST","RA","ribeira-afonso","wilson","2022-08-05","sim",NA,NA,0,8,0,0,0,0,5,3
"4922","uuid:dcebfcd9-6cac-48a5-80de-1fdbc34e2b9d","ST","RA","ribeira-afonso","wilson","2022-08-09","sim",NA,NA,0,1,1,0,0,3,15,0
"4923","uuid:a5ad7324-b786-44cf-b5f1-bb210b859b58","ST","RA","ribeira-afonso","wilson","2022-08-12","pessoal",NA,NA,0,0,1,0,0,3,16,3
"4924","uuid:efb6eae5-face-48af-a7e0-b573817e8c5a","ST","RA","ribeira-afonso","wilson","2022-08-16","sim",NA,NA,0,1,0,0,0,0,14,0
"4925","uuid:ab6fc6c4-31fc-49dd-8010-53824c9d687f","ST","RA","ribeira-afonso","wilson","2022-08-19","sim",NA,NA,0,1,0,0,0,4,14,5
"4926","uuid:d0f08cc9-584e-44ec-9b32-ec6122d97434","ST","RA","ribeira-afonso","wilson","2022-08-23","nao-pesca","mal-tempo",NA,0,1,0,0,0,0,1,0
"4927","uuid:5aa3fae3-0800-4638-bfd6-15739d8f9319","ST","RA","ribeira-afonso","wilson","2022-08-26","sim",NA,NA,0,0,0,0,0,3,12,0
"4928","uuid:e1ee5c1f-1323-4002-b694-9d0b61b4d6f4","ST","RA","ribeira-afonso","wilson","2022-08-30","sim",NA,NA,0,2,0,0,0,2,14,6
"4929","uuid:92f1854a-2c13-460d-a0a7-047eedf0038d","ST","RA","ribeira-afonso","wilson","2022-09-09","sim",NA,NA,0,1,0,0,0,1,12,3
"4930","uuid:c8cbb1bb-9e5f-42de-a376-e826a15578d9","ST","RA","ribeira-afonso","wilson","2022-09-13","sim",NA,NA,0,0,0,0,0,3,15,5
"4931","uuid:8021d8c7-0468-46e4-a2c2-5d635ce23dab","ST","RA","ribeira-afonso","wilson","2022-09-16","sim",NA,NA,0,0,0,0,0,1,15,0
"4932","uuid:e016c970-2364-41aa-afe9-6d869cbd6a78","ST","RA","ribeira-afonso","wilson","2022-09-20","sim",NA,NA,0,1,0,0,0,3,10,5
"4933","uuid:62e7672a-80cd-4a96-ac70-014b43e54a6a","ST","RA","ribeira-afonso","wilson","2022-09-23","sim",NA,NA,0,0,0,0,0,0,14,5
"4934","uuid:3ef8089c-74ca-44c8-866e-93b9f7515986","ST","RA","ribeira-afonso","wilson","2022-09-28","nao-pesca","mal-tempo",NA,0,0,0,0,0,0,6,0
"4935","uuid:774f20da-d87e-42ed-b895-1f0decb13c43","ST","RA","ribeira-afonso","wilson","2022-09-30","sim",NA,NA,0,0,0,0,0,3,10,5
"4936","uuid:e046609a-d5af-4785-8d29-6ea4ee374354","ST","RA","ribeira-afonso","wilson","2022-10-07","sim",NA,NA,0,0,0,0,0,5,18,5
"4937","uuid:4e352043-7909-412d-969a-2e15fe36087f","ST","RA","ribeira-afonso","wilson","2022-10-11","pessoal",NA,NA,0,0,0,0,0,2,15,0
"4938","uuid:daaf238a-84ae-441e-9099-a1daaf25a0f1","ST","RA","ribeira-afonso","wilson","2022-10-18","pessoal",NA,NA,0,0,0,0,0,2,12,0
"4939","uuid:994a8e42-2c44-4578-82ab-5ef0f945d0ef","ST","RA","ribeira-afonso","wilson","2022-10-21","nao-pesca","mal-tempo",NA,0,0,0,0,0,10,6,0
"4940","uuid:32ac3c7d-0b36-4b2d-a282-b8231e491c17","ST","RA","ribeira-afonso","wilson","2022-10-25","sim",NA,NA,1,0,0,0,0,0,12,0
"4941","uuid:7865d48f-575f-4649-af88-c23e422affec","ST","RA","ribeira-afonso","wilson","2022-11-01","sim",NA,NA,2,0,0,0,0,0,17,0
"4942","uuid:826e9971-d4d8-4cdb-8158-793aaaef008a","ST","RA","ribeira-afonso","wilson","2022-11-04","pessoal",NA,NA,2,0,0,0,0,5,13,0
"4943","uuid:e42a04cb-3f36-438d-83c9-6605dfacb7aa","ST","RA","ribeira-afonso","wilson","2022-11-08","sim",NA,NA,3,0,0,0,0,2,15,1
"4944","uuid:c9e0ffcd-ffd3-45e2-8398-1ba99d0bdae1","ST","RA","ribeira-afonso","wilson","2022-11-11","sim",NA,NA,0,0,0,0,1,1,13,1
"4945","uuid:6d535041-f61f-49ac-ae44-e4f3ca6129ac","ST","RA","ribeira-afonso","wilson","2022-11-15","sim",NA,NA,2,0,0,0,0,3,10,2
"4946","uuid:9e93d461-fb0c-44af-a5b3-3903b0f8b6cf","ST","RA","ribeira-afonso","wilson","2022-11-18","sim",NA,NA,0,0,0,0,0,2,15,1
"4947","uuid:58e6c0d4-c676-4b5c-add4-56e279699ac1","ST","RA","ribeira-afonso","wilson","2022-11-22","sim",NA,NA,0,0,0,0,0,2,16,8
"4948","uuid:a99dbe50-b83c-4acb-8af6-523da138250a","ST","RA","ribeira-afonso","wilson","2022-11-25","pessoal",NA,NA,2,0,0,0,0,2,15,5
"4949","uuid:5b01286c-38f4-402c-bf5c-fa2eb890368a","ST","RA","ribeira-afonso","wilson","2022-12-02","sim",NA,NA,0,0,0,0,0,1,12,2
"4950","uuid:5d50a188-3c08-4e4a-a12c-8eea84d1abc4","ST","RA","ribeira-afonso","wilson","2022-12-06","nao-pesca","mal-tempo",NA,2,0,0,0,0,2,12,0
"4951","uuid:9d3215f1-768e-4979-956e-aad6c710d8cd","ST","RA","ribeira-afonso","wilson","2022-12-09","sim",NA,NA,2,0,0,1,0,2,14,5
"4952","uuid:b2780bfd-5feb-41b0-9b4d-8b391f079785","ST","RA","ribeira-afonso","wilson","2022-12-13","sim",NA,NA,0,0,0,0,0,4,10,15
"4953","uuid:335e2ae9-288b-4991-87e1-d0a46330a791","ST","RA","ribeira-afonso","wilson","2022-12-16","nao-pesca","mal-tempo",NA,0,0,0,0,0,0,13,5
"4954","uuid:db1f35b8-0e0a-4f70-b772-a8848c954066","ST","RA","ribeira-afonso","wilson","2022-12-20","sim",NA,NA,0,0,0,0,0,2,10,1
"4955","uuid:ce0135dc-06de-40d5-872e-4028f132875b","ST","RA","ribeira-afonso","wilson","2022-12-27","sim",NA,NA,0,0,0,0,0,10,15,4
"4956","uuid:e763a858-14eb-4f67-9a49-68ed8fbc2862","ST","RA","ribeira-afonso","wilson","2023-01-03","sim",NA,NA,0,0,0,0,0,0,12,0
"4957","uuid:472d090d-04bd-4e8a-a928-9c4bd2d8982b","ST","RA","ribeira-afonso","wilson","2023-01-06","sim",NA,NA,0,0,0,0,0,3,14,4
"4958","uuid:6994e3d6-f601-4600-a727-543d6c10f3e1","ST","RA","ribeira-afonso","wilson","2023-01-10","pessoal",NA,NA,0,0,0,0,0,2,10,0
"4959","uuid:00d42c25-4455-4e2c-9309-4920ae4ea8d2","ST","RA","ribeira-afonso","wilson","2023-01-13","sim",NA,NA,0,0,1,0,0,0,13,5
"4960","uuid:becc8af7-c9ec-4432-9785-c1a595153dac","ST","RA","ribeira-afonso","joy","2023-01-17","sim",NA,NA,0,0,0,0,0,0,5,0
"4961","uuid:c5ea7dc2-f5cb-4ddc-ac32-41c522fee724","ST","RA","ribeira-afonso","wilson","2023-01-24","sim",NA,NA,1,0,0,0,0,4,14,8
"4962","uuid:05d0e0ef-7790-46e1-bfa3-9b5935ada98b","ST","RA","ribeira-afonso","wilson","2023-01-27","sim",NA,NA,0,0,0,0,0,3,10,5
"4963","uuid:cff63769-38cc-441d-83c7-f3734b68d770","ST","RA","ribeira-afonso","wilson","2023-01-31","nao-pesca","mal-tempo",NA,1,0,0,0,0,0,1,0
"4964","uuid:a16b2fe3-dc55-4506-a011-c879b22929eb","ST","RA","ribeira-afonso","wilson","2023-02-03","nao-pesca","mal-tempo",NA,2,0,0,0,0,0,2,0
"4965","uuid:acf6a705-f289-4a6f-b3d9-30084ee56181","ST","RA","ribeira-afonso","wilson","2023-02-07","sim",NA,NA,1,0,0,0,0,2,14,5
"4966","uuid:63156d53-bfdd-4c11-81ed-850d14324b6a","ST","RA","ribeira-afonso","wilson","2023-02-10","sim",NA,NA,0,0,0,0,0,7,20,0
"4967","uuid:f1784304-7e68-47b8-a64a-f139b36b7ed3","ST","RA","ribeira-afonso","wilson","2023-02-14","sim",NA,NA,0,0,0,0,0,3,14,2
"4968","uuid:19e6791b-1c6d-49e0-a5df-c88f4fb4f6f8","ST","RA","ribeira-afonso","wilson","2023-02-17","sim",NA,NA,1,0,0,0,0,0,12,5
"4969","uuid:a5528017-e999-40fb-9589-14fe3f47707a","ST","RA","ribeira-afonso","wilson","2023-02-21","nao-pesca","outra","Fui para cidade",1,0,0,0,0,0,3,5
"4970","uuid:02521be0-ac71-4c19-841f-70e0f9416fff","ST","RA","ribeira-afonso","wilson","2023-02-24","sim",NA,NA,0,0,0,0,0,4,15,0
"4971","uuid:1f5469a9-3dd1-42e9-b027-b9059f2d8bfb","ST","RA","ribeira-afonso","wilson","2023-02-28","sim",NA,NA,3,0,0,0,0,3,15,0
"4972","uuid:d89abae6-39cf-4567-91cf-dab740e7dd29","ST","RA","ribeira-afonso","wilson","2023-03-03","sim",NA,NA,3,0,0,0,0,2,12,0
